label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	-163 m^2	-0.5011	baseball	Computational Media	0.4001	0.6071 m^3	-73	447	-772	Natural Language Processing	0.146	647	-1.0006	0.5133
4	806 m^2	2.4185	motor sports	Data Science	0.4035	0.8105 m^3	1082	4	-694	Bioinformatics	0.4491	186	0.277	0.8061
6	1511 m^2	1.2159	soccer	Electrical Engineering, Computer Science	1.0005	0.6205 m^3	277	-469	-24	Computer Science	0.3701	295	1.6303	-0.9407
2	325 m^2	0.0957	volleyball	Computational Media	0.4457	0.9521 m^3	-1070	1757	-1169	Natural Language Processing	0.9162	2776	1.1148	1.4223
2	-336 m^2	-1.2324	BASEBALL	Technology and Information Management	2.3687	0.1339 m^3	684	303	282	Natural Language Processing	1.3677	1784	0.9894	0.8171
5	-952 m^2	0.6519	ice hockey	Statistics	0.7384	0.5051 m^3	335	-1607	1798	Computer Engineering	0.6592	835	0.4288	1.1036
0	-398 m^2	0.7207	running	Bioinformatics	1.0225	0.7506 m^3	-1112	304	883	Games and Playable Media	-0.511	499	1.0144	0.9384
2	1148 m^2	0.2227	football	Technology and Information Management	0.3726	0.3684 m^3	-285	-501	986	Natural Language Processing	2.4442	312	0.2556	-1.1157
3	532 m^2	-0.2928	TENNIS	Games and Playable Media	0.4482	0.9254 m^3	-1000	448	210	Statistics	1.1859	1109	-0.2582	-0.6309
0	476 m^2	2.5531	basketball	Bioinformatics	1.1035	1.4687 m^3	332	2617	-232	Games and Playable Media	1.064	-890	-0.0994	-0.7511
1	-1409 m^2	1.2249	badminton	Applied Mathematics	1.3751	-0.2168 m^3	26	2007	578	Human Computer Interaction	0.6797	197	0.98	-0.8556
3	781 m^2	-1.1892	tennis	Bioengineering	-0.058	-0.3096 m^3	-600	316	2876	Bioengineering	-0.3668	401	0.5226	-0.8757
4	558 m^2	-0.9829	motor sports	Data Science	1.793	-0.8892 m^3	1727	473	-290	Applied Mathematics	0.5016	741	0.2625	0.8751
2	772 m^2	0.5078	volleyball	Technology and Information Management	0.871	0.1129 m^3	392	1643	-257	Natural Language Processing	1.4092	1062	-0.2417	N/A
5	837 m^2	-0.669	ice hockey	Statistics	0.3194	-0.0333 m^3	34	878	963	Data Science	1.091	1186	0.5298	0.8485
3	508 m^2	0.467	tennis	Bioengineering	0.5136	1.8586 m^3	527	157	1300	Bioengineering	0.8882	-328	0.4992	-0.7754
3	1113 m^2	0.1684	Track & Field	Games and Playable Media	0.3146	1.5408 m^3	-670	1486	982	Bioengineering	0.4154	13	-0.3665	-0.6281
6	268 m^2	1.0707	ice hockey	Biotechnology, Electrical Engineering	0.0792	1.6089 m^3	370	-663	-235	Computer Game Design	1.2262	-750	-0.1691	-0.8727
2	1227 m^2	1.5695	volleyball	Technology and Information Management	-0.1554	0.3685 m^3	-1571	2474	-25	Natural Language Processing	0.21	2054	1.0152	-0.6157
1	258 m^2	0.7467	motor sports	Natural Language Processing	1.4799	-1.0952 m^3	1079	-649	419	tECHNOLOGY AND iNFORMATION mANAGEMENT	-0.5297	-300	-0.0749	-0.1787
2	1313 m^2	0.1118	baseball	Computational Media	-0.587	0.5511 m^3	-818	2137	-409	natural language processing	-0.3803	704	0.8023	0.2156
3	1956 m^2	2.1622	track & field	Games and Playable Media	0.6351	-0.4554 m^3	-41	587	-276	Statistics	-0.2775	-418	1.9768	1.778
0	382 m^2	0.2592	basketball	Human Computer Interaction	0.6743	-0.7725 m^3	1955	None	1708	Games and Playable Media	-0.2611	-626	0.322	0.1651
3	-1055 m^2	-0.1175	tennis	Games and Playable Media	-0.0367	-0.1722 m^3	702	1278	567	Statistics	0.0975	428	1.0593	-0.722
3	88 m^2	0.6573	tennis	Games and Playable Media	-0.1071	1.2853 m^3	680	-852	15	Bioengineering	0.4025	330	2.1728	0.7091
6	2505 m^2	-0.3523	soccer	Electrical Engineering	-0.2769	0.748 m^3	-159	552	43	Computer Science	0.1765	-240	-0.0182	1.0461
6	1067 m^2	-0.3746	soccer	Biotechnology	0.5377	1.5496 m^3	221	2569	-333	Computer Science	0.7099	-895	0.8036	0.4913
6	357 m^2	-0.7376	soccer	Computer Science	0.8959	0.0562 m^3	979	946	719	Computer Game Design	-0.3541	-1020	0.1819	0.4186
4	1673 m^2	0.0507	motor sports	Computer Engineering, Statistics	0.1317	0.7639 m^3	602	-242	77	Bioinformatics	-0.4711	589	0.7849	0.9453
6	507 m^2	0.3356	soccer	Computer Science	1.1086	0.1591 m^3	842	514	6	Computer Game Design	0.8054	1583	1.7787	0.8916
2	865 m^2	1.1501	baseball	Technology and Information Management	0.3618	-0.5748 m^3	-209	1421	625	Robotics Engineering	0.124	321	0.9734	-0.452
2	1124 m^2	1.4967	basketball	Technology and Information Management	0.1376	1.0398 m^3	-137	493	-814	Natural Language Processing	0.509	-513	1.5023	1.5291
1	1607 m^2	0.9315	badminton	Natural Language Processing	1.4846	-0.673 m^3	1576	133	1346	Technology and Information Management	0.5687	2080	n/a	0.5025
2	237 m^2	1.2419	volleyball	Computational Media	-0.8746	-0.0172 m^3	1077	173	21	Natural Language Processing	0.3356	NULL	-0.3693	3.4168
6	1585 m^2	0.3367	soccer	Computer Science	-0.3565	-0.4358 m^3	-178	1222	-881	Computer Game Design	0.5823	487	1.0783	0.8307
2	1253 m^2	0.757	volleyball	Technology and Information Management	-0.5243	-0.4619 m^3	-991	1552	498	Natural Language Processing	-0.0619	1686	0.7162	0.3104
0	-1345 m^2	0.7377	basketball	Human Computer Interaction	1.512	0.9104 m^3	912	403	1307	Games and Playable Media	0.8409	709	0.4781	0.6072
4	783 m^2	-0.3537	motor sports	Data Science	-0.0878	0.4309 m^3	355	157	1324	Bioinformatics	-0.0729	1065	1.3615	0.6908
3	622 m^2	1.5907	tennis	Games and Playable Media	-1.3657	0.155 m^3	838	1185	-482	Bioengineering	0.5054	388	0.7192	-2.1991
6	780 m^2	-0.3248	soccer	Computer Science	-0.0185	1.0003 m^3	421	-194	363	Computer Science	1.1825	620	1.81	0.1644
5	59 m^2	-0.1961	ice hockey	Computer Game Design, Statistics	0.973	-0.1284 m^3	254	-2160	1664	Computational Media	-0.5269	-664	0.8842	0.2607
3	145 m^2	-0.3344	track & field	Games and Playable Media	0.4084	0.2907 m^3	132	384	1201	Bioengineering	-0.0255	-1145	0.0365	0.1813
0	964 m^2	1.262	football	Robotics Engineering, Bioinformatics	0.7211	-0.6303 m^3	-836	-2192	-45	Games and Playable Media	0.8329	1204	0.2721	2.48
5	-336 m^2	1.023	ice hockey	cOMPUTER eNGINEERING	1.7998	0.7222 m^3	733	-1296	-262	Data Science	0.1154	1627	1.0677	-1.2858
0	1879 m^2	1.3614	running	Bioinformatics, Robotics Engineering	0.0385	1.9117 m^3	485	-1038	994	Games and Playable Media	-0.7018	1400	1.5224	0.5913
0	-183 m^2	0.7771	running	Human Computer Interaction	0.7165	1.3876 m^3	-667	745	543	Games and Playable Media	1.4042	-308	1.026	-0.8149
4	1084 m^2	0.587	motor sports	Data Science	0.4054	-1.4818 m^3	967	989	-471	Electrical Engineering	0.606	491	1.5891	0.4805
4	1271 m^2	0.9576	motor sports	Data Science	-0.7905	0.6649 m^3	592	-862	1058	Applied Mathematics	1.8037	-281	0.0594	-0.5015
1	725 m^2	-0.2623	boxing	Applied Mathematics	-0.0197	-1.5063 m^3	547	12	-5	Biotechnology	-0.209	1604	0.6014	0.226
1	413 m^2	1.7659	boxing	Natural Language Processing	?	-0.2333 m^3	166	-1994	823	Biotechnology	0.1979	1538	0.8474	0.0599
1	85 m^2	0.583	boxing	Applied Mathematics	-0.0349	0.2273 m^3	1801	1114	729	Technology and Information Management	-0.0468	2417	0.1966	0.0754
0	-998 m^2	0.4717	basketball	Human Computer Interaction	-0.0523	-0.5318 m^3	-1140	298	597	Games and Playable Media	1.2931	-939	-0.6062	0.4039
1	-744 m^2	2.0383	boxing	APPLIED MATHEMATICS	1.0819	0.6836 m^3	-1338	1636	1236	Technology and Information Management	0.0335	1679	0.2193	-0.1208
5	-1182 m^2	-1.0594	ice hockey	Computer Engineering, Statistics	0.1445	-0.3383 m^3	-1387	866	1277	Computational Media	0.8011	623	1.7606	1.7254
3	544 m^2	0.6107	track & field	games and playable media	0.7183	-0.2568 m^3	1366	-191	905	Statistics	-0.2714	1828	0.9609	0.5158
6	372 m^2	-0.4471	soccer	Computer Science, Electrical Engineering	1.1911	1.1474 m^3	-706	1284	260	Computer Science	-0.8022	40	0.8532	0.3409
5	131 m^2	1.3218	ice hockey	Statistics	N/A	0.6591 m^3	1605	-6	953	Data Science	-0.4857	402	0.2935	0.9357
4	-1108 m^2	-0.0052	motor sports	Data Science	1.2845	-1.6952 m^3	-608	-452	1108	Bioinformatics	0.3862	837	0.4086	2.5457
4	1150 m^2	-0.7342	soccer	Data Science	1.3708	0.3366 m^3	-1681	-965	225	Bioinformatics	0.4408	1096	1.6369	-0.3342
6	3545 m^2	0.8268	soccer	Biotechnology	1.3367	1.2979 m^3	-181	2458	-369	Computer Science	0.7157	169	-0.0825	1.1475
3	-1295 m^2	-0.7025	track & field	Data Science	-0.89	0.7749 m^3	700	7	1316	Statistics	0.5462	-173	0.1575	0.1377
0	865 m^2	1.6066	running	Robotics Engineering, Bioinformatics	0.0024	1.6312 m^3	-240	-988	881	Games and Playable Media	0.5568	-224	-0.5903	1.4945
5	1854 m^2	0.4518	ice hockey	Computer Engineering, Computer Game Design	0.1984	0.9075 m^3	778	-571	306	Data Science	-0.0443	238	1.9175	1.3008
0	-56 m^2	0.5165	football	Bioinformatics	1.0438	0.0374 m^3	147	150	1417	Games and Playable Media	0.6498	209	1.0849	0.822
4	1752 m^2	-0.1539	motor sports	Data Science	-0.3338	-0.4904 m^3	-86	-551	1003	Applied Mathematics	0.7428	949	0.2746	-0.4672
6	-508 m^2	0.3179	soccer	Electrical Engineering, Biotechnology	1.5266	0.567 m^3	1373	962	1356	Computer Game Design	0.8186	1312	0.1349	-1.7242
5	-360 m^2	-0.396	golf	Natural Language Processing	0.6164	1.0635 m^3	2179	-504	803	Computational Media	0.5345	29	1.6666	0.1784
1	89 m^2	1.239	boxing	Applied Mathematics	1.279	-1.1844 m^3	562	610	1838	Biotechnology	-0.3082	585	1.0256	0.4928
3	1930 m^2	0.0655	track & field	Games and Playable Media	0.0329	1.0348 m^3	58	358	686	Bioengineering	0.2644	312	-0.2837	0.8976
1	188 m^2	1.9365	badminton	Applied Mathematics	-1.0401	1.3736 m^3	1721	1120	-78	Computer Game Design	-0.0133	468	0.8248	0.5967
0	13 m^2	1.7879	football	Robotics Engineering, Bioinformatics	0.4943	-0.0404 m^3	503	-125	1259	Games and Playable Media	1.0985	113	1.0967	0.8321
0	-847 m^2	0.2736	running	Human Computer Interaction, Bioinformatics	1.4399	0.6746 m^3	1	-83	1593	Games and Playable Media	-0.4167	1013	-0.0695	0.9291
3	1545 m^2	-0.5628	tennis	Games and Playable Media	0.681	-0.0635 m^3	199	-1489	12	Bioengineering	0.9778	1081	0.2039	0.5167
6	1631 m^2	-0.0149	soccer	Biotechnology	2.2797	0.7946 m^3	41	-316	488	Computer Science	0.231	189	0.7284	0.1477
5	-264 m^2	-0.6228	ice hockey	Computer Game Design	-0.347	-0.1605 m^3	-799	-742	589	Computer Science	0.4094	579	0.8411	1.1429
0	1257 m^2	1.0083	football	BIOENGINEERING	0.6062	0.7722 m^3	-347	1174	265	Games and Playable Media	0.9428	263	0.346	0.3661
0	2464 m^2	-0.1694	running	Human Computer Interaction	-0.0176	0.7309 m^3	-1446	434	-330	Computer Game Design	-0.7444	267	0.9442	0.574
6	742 m^2	0.9375	soccer	Electrical Engineering, Computer Science	0.0634	1.5323 m^3	781	637	408	Computer Science	-0.1404	-838	0.7805	0.9119
3	569 m^2	1.3014	motor sports	Games and Playable Media	-0.5691	-0.1108 m^3	-461	1703	1091	Bioengineering	1.4481	-503	0.7441	0.7839
3	755 m^2	0.4906	tennis	Bioengineering	1.0413	-0.0782 m^3	1275	302	340	Bioengineering	1.431	2050	0.6727	-0.3942
4	869 m^2	0.7036	motor sports	Data Science	-0.518	1.8613 m^3	2205	-615	-285	Electrical Engineering	1.2292	1715	0.7344	1.9839
2	-195 m^2	0.6414	baseball	Technology and Information Management	-1.4103	-0.1191 m^3	-12	-333	1208	Natural Language Processing	-0.9805	-575	0.1623	1.0584
5	795 m^2	1.2231	golf	Computer Engineering, Statistics	1.0075	-0.6039 m^3	1818	1066	1686	Computational Media	1.2327	653	0.6422	0.4819
3	1287 m^2	-0.7829	tennis	Games and Playable Media	0.1165	1.9989 m^3	-360	-881	1518	Statistics	0.021	655	?	1.1224
5	1167 m^2	-0.1283	golf	Statistics, Computer Game Design	-0.1871	0.9775 m^3	-436	743	1664	Data Science	0.9714	-96	0.7346	-0.4232
1	417 m^2	0.5327	boxing	Applied Mathematics	-0.1165	1.1748 m^3	-50	-137	1630	Computer Science	0.0312	-155	-0.1618	0.6649
5	1654 m^2	-0.9788	ice hockey	Computer Game Design, Statistics	0.3675	0.209 m^3	-189	318	-288	Robotics Engineering	-0.0603	-826	0.0455	1.6184
0	52 m^2	1.5347	running	BIOINFORMATICS	0.8871	1.9584 m^3	1914	1373	607	Games and Playable Media	-0.6628	871	2.2235	-0.8847
3	825 m^2	-0.9575	tennis	Games and Playable Media	1.9281	0.3187 m^3	-116	-285	-521	Statistics	0.7697	1131	-0.0322	0.4952
6	441 m^2	1.5602	soccer	Electrical Engineering, Computer Science	1.4927	0.0677 m^3	393	1806	-958	Computer Game Design	0.291	1044	0.6464	2.2052
6	344 m^2	1.1497	soccer	Electrical Engineering	1.144	1.1384 m^3	655	2843	-310	Computer Science	?	542	0.4808	0.0928
5	-527 m^2	0.4559	golf	Computer Game Design, Statistics	-1.4652	-0.9521 m^3	-1039	-331	553	Computer Engineering	-0.5935	838	0.5146	?
3	1107 m^2	-0.1541	tennis	Bioengineering	0.3108	-0.9616 m^3	560	-797	-38	Statistics	0.9927	-377	1.1465	1.6747
5	-886 m^2	1.6859	boxing	Computer Game Design, Computer Engineering	0.1837	-0.3275 m^3	-1245	-111	927	Computer Engineering	-0.1089	0	0.3467	0.4283
3	88 m^2	-0.6032	track & field	Games and Playable Media	-0.6704	-0.1432 m^3	27	-294	1632	Statistics	-0.1889	462	0.7163	-0.1041
6	-204 m^2	0.657	soccer	Electrical Engineering, Computer Science	0.6317	0.0806 m^3	-566	2865	1239	Computer Science	0.1388	-622	1.2668	1.3636
2	580 m^2	-0.3647	volleyball	Computational Media	0.4926	0.437 m^3	-142	456	1564	Natural Language Processing	-0.7804	1	1.4981	0.8701
4	743 m^2	-0.0872	motor sports	?	1.1837	1.5298 m^3	-104	-332	344	Bioinformatics	0.9473	858	-0.4445	1.1135
0	710 m^2	-0.1046	football	Bioinformatics	0.3968	0.5428 m^3	1104	461	548	Computer Science	0.9212	-747	1.1263	0.7807
1	928 m^2	2.0966	boxing	Applied Mathematics	-0.2835	0.3016 m^3	1318	-17	499	Biotechnology	1.847	1406	0.7693	-0.0204
4	?	2.2235	motor sports	Data Science	0.3351	0.8169 m^3	-821	477	797	Bioinformatics	-1.0577	95	-0.0164	1.188
5	928 m^2	-1.074	ice hockey	Computer Game Design	-1.1398	1.806 m^3	-16	147	432	Computational Media	1.5272	-221	0.8863	1.3964
2	2498 m^2	-0.0957	baseball	Computational Media	0.4298	-0.5318 m^3	-522	1331	77	Natural Language Processing	-0.2869	799	1.5074	-1.1586
3	730 m^2	-0.7191	track & field	Games and Playable Media	0.65	-0.6007 m^3	-414	275	425	Bioengineering	0.2707	1951	1.3567	0.675
2	N/A	0.7497	baseball	Technology and Information Management	-0.2966	1.054 m^3	-1196	151	-361	Natural Language Processing	0.5942	209	0.2941	-0.5971
3	534 m^2	-0.4046	track & field	Bioengineering	1.8962	1.8528 m^3	1027	1359	332	Bioengineering	-0.9064	-501	1.0459	0.1203
5	-984 m^2	1.3516	ice hockey	Computer Engineering, Computer Game Design	-0.0809	1.0948 m^3	-157	-915	1664	Data Science	-0.072	980	0.1694	-0.9788
4	61 m^2	-1.6435	motor sports	Data Science	1.0517	-1.077 m^3	-1030	-124	607	Electrical Engineering	-0.1886	1308	0.7218	0.0553
2	2225 m^2	-0.6727	baseball	tECHNOLOGY AND iNFORMATION mANAGEMENT	0.0381	0.0702 m^3	-144	1185	1001	Natural Language Processing	0.0808	854	0.8534	1.0482
1	754 m^2	-0.7574	boxing	Natural Language Processing	0.925	-1.2692 m^3	119	660	1051	Electrical Engineering	1.9376	1621	0.3541	0.7347
2	229 m^2	0.8036	baseball	Computational Media	-1.6852	-0.5672 m^3	-309	1406	-364	Natural Language Processing	0.2351	901	0.8378	-0.1154
1	-582 m^2	1.0751	boxing	Applied Mathematics	-0.0522	-0.2962 m^3	-410	896	1014	Biotechnology	0.6731	-150	1.2718	0.8053
4	897 m^2	0.8669	motor sports	Data Science	-0.0872	-0.275 m^3	-343	-1035	507	Bioinformatics	0.9726	142	-0.0729	1.2158
2	790 m^2	-0.2785	baseball	Technology and Information Management	0.74	0.223 m^3	864	396	-137	natural language processing	1.7063	324	0.4808	-0.1017
4	480 m^2	-0.6025	?	Data Science	0.0819	0.1316 m^3	-148	-94	-1259	Electrical Engineering	-0.0498	-205	-0.0386	-0.0811
5	1767 m^2	-0.8604	ice hockey	Computer Game Design, Statistics	2.914	0.8129 m^3	-832	-369	1333	Computer Engineering	0.4854	487	1.8553	1.5605
6	753 m^2	-0.4746	soccer	Electrical Engineering	0.0693	2.2272 m^3	-383	-1415	339	Computer Game Design	1.8804	-12	0.1501	-0.0577
5	351 m^2	-0.6182	ice hockey	Statistics	0.1799	0.0593 m^3	341	2354	179	Robotics Engineering	-0.1233	914	0.8742	1.6437
2	-344 m^2	0.5889	baseball	Technology and Information Management	-0.1234	1.636 m^3	-225	420	251	Natural Language Processing	0.5284	27	1.7351	0.0553
1	1785 m^2	0.5165	badminton	Natural Language Processing	-0.0153	0.0797 m^3	-49	423	1295	Technology and Information Management	0.3823	1811	0.3531	2.251
3	567 m^2	0.4601	track & field	Games and Playable Media	0.7146	2.5206 m^3	-1538	-787	NULL	Statistics	0.6768	300	0.199	-0.6149
0	-820 m^2	1.1621	football		1.3197	0.2761 m^3	669	204	293	Games and Playable Media	0.8442	1409	-0.3437	0.159
3	144 m^2	-0.3964	track & field	Games and Playable Media	-0.3774	0.2925 m^3	1686	904	-412	Statistics	0.7296	938	1.0235	0.3504
3	213 m^2	0.6685	tennis	Bioengineering	-0.5699	0.9904 m^3	-562	-619	884	Bioengineering	0.1772	-1692	0.899	0.6697
2	1567 m^2	1.1493	VOLLEYBALL	Computational Media	1.3812	1.453 m^3	4	1912	-1206	Natural Language Processing	0.1114	-182	0.9657	1.4923
6	1328 m^2	-0.9021	soccer	Electrical Engineering	0.7381	2.2985 m^3	674	1902	908	Computer Science	0.4287	618	-1.5811	-0.4944
0	?	1.3126	football	Bioinformatics, Robotics Engineering	-0.9327	0.0619 m^3	874	-291	-668	Games and Playable Media	0.1035	-566	1.1821	-0.046
2	1506 m^2	0.6883	VOLLEYBALL	Technology and Information Management	0.6617	0.5382 m^3	1808	317	594	Natural Language Processing	0.1508	-57	0.9375	0.4843
3	938 m^2	1.3796	running	Games and Playable Media	0.131	-0.0143 m^3	-1223	1136	897	Bioengineering	-0.4523	263	0.4716	0.454
5	135 m^2	0.0775	golf	Statistics, Computer Engineering	0.8048	1.6654 m^3	-1413	-1230	2186	Computational Media	1.0667	NULL	1.3936	-0.681
5	637 m^2	-1.1234	golf	NULL	0.5909	0.1306 m^3	524	138	679	Computer Engineering	0.7498	657	0.406	2.4506
3	-123 m^2	1.9893	tennis	Games and Playable Media	-0.546	0.2355 m^3	-371	1008	884	Bioengineering	1.0123	-458	-0.0198	-0.5129
2	590 m^2	0.4239	baseball	Technology and Information Management	-0.4824	-0.1531 m^3	544	-90	-398	Natural Language Processing	1.2414	1057	2.4154	-0.0274
0	686 m^2	1.6294	football	Human Computer Interaction	0.0156	0.1997 m^3	171	646	1432	GAMES AND PLAYABLE MEDIA	0.3408	963	1.1112	0.2716
4	-221 m^2	-0.2447	motor sports	Data Science	0.7768	-0.0956 m^3	843	-218	971	Bioinformatics	0.9578	284	0.3641	1.1366
4	1052 m^2	1.0307	motor sports	Data Science	0.9875	0.1418 m^3	421	238	-2411	Applied Mathematics	0.0187	3047	-0.2206	1.6874
5	1077 m^2	-1.0696	ice hockey	Computer Engineering, Computer Game Design	-0.5531	0.6289 m^3	-330	-284	1470	Data Science	1.0402	136	1.2264	-0.712
6	1156 m^2	1.3011	soccer	Electrical Engineering	-1.4713	-0.9755 m^3	-11	1410	740	Computer Game Design	-1.6674	-368	1.6261	-0.9847
5	963 m^2	-0.0168	ice hockey	Statistics, Computer Engineering	1.2357	0.9376 m^3	290	950	324	Computational Media	1.0903	-1307	n/a	1.5412
2	310 m^2	0.1934	baseball	Technology and Information Management	1.5138	-0.4927 m^3	1723	1336	557	Natural Language Processing	0.1904	-114	1.502	-0.3654
0	-1961 m^2	0.5046	football	Bioinformatics, Human Computer Interaction	-0.4239	-0.6923 m^3	-454	773	1411	Games and Playable Media	1.5269	-1055	0.3608	1.1728
5	-162 m^2	0.2023	ice hockey	Computer Game Design, Statistics	1.1507	-0.1369 m^3	1349	295	335	Computational Media	0.7666	56	1.2822	0.2211
0	-843 m^2	1.8372	running	Robotics Engineering	-0.0003	1.0116 m^3	229	-658	732	Games and Playable Media	1.0117	404	-0.7087	-0.2124
4	541 m^2	-0.5194	motor sports	Data Science	1.0685	1.516 m^3	-311	222	-975	Electrical Engineering	1.5704	1051	0.8715	1.9515
5	-419 m^2	1.2803	golf	Data Science	1.2163	1.254 m^3	-612	973	-60	Computer Engineering	0.0162	-176	0.5788	0.8539
0	658 m^2	1.6265	Football	Human Computer Interaction	-0.552	0.3914 m^3	-911	-1034	389	Games and Playable Media	0.5176	531	-0.7983	0.8553
4	400 m^2	0.9397	motor sports	Data Science	-0.8895	-0.2364 m^3	-652	84	1119	Electrical Engineering	1.063	186	-0.0898	1.044
0	-55 m^2	2.377	running	Bioinformatics	0.7678	0.5262 m^3	303	-850	1463	Games and Playable Media	-0.5634	551	0.0345	1.7704
1	205 m^2	-0.029	baseball	Applied Mathematics	1.5566	-0.5797 m^3	-549	-349	1935	TECHNOLOGY AND INFORMATION MANAGEMENT	0.8391	510	0.4611	-0.5987
5	-549 m^2	0.9069	ice hockey	Computer Engineering, Statistics	0.599	2.2792 m^3	800	1395	886	Data Science	0.8791	96	0.3689	0.786
3	1237 m^2	2.0167	track & field	Bioengineering	-0.2745	0.4016 m^3	-170	1551	2518	Bioengineering	0.6743	-33	-0.1036	-0.5799
0	-1827 m^2	1.4887	football	Robotics Engineering, Bioinformatics	0.0684	0.0276 m^3	1913	458	768	Games and Playable Media	0.596	-241	1.4514	-0.08
5	268 m^2	0.4909	golf	computer engineering, computer game design	0.8786	1.7662 m^3	209	-488	987	Data Science	-0.1119	250	0.5685	0.7728
2	754 m^2	0.1882	baseball	Computational Media	2.4256	1.7831 m^3	1655	1213	872	Statistics	0.4872	441	-0.3046	1.8292
0	-1213 m^2	1.9305	football	Bioinformatics, Robotics Engineering	1.1639	1.8353 m^3	-351	856	2553	Games and Playable Media	1.9532	185	None	-0.2396
0	31 m^2	-0.2515	football	Bioinformatics	1.3628	0.6952 m^3	659	1802	378	Games and Playable Media	2.1058	156	0.6946	NULL
5	-68 m^2	1.0906	ICE HOCKEY	?	-1.2176	0.3573 m^3	4	?	109	Data Science	0.1695	1351	1.3198	-1.0062
3	1907 m^2	1.0495	tennis	Games and Playable Media	-1.3203	1.2065 m^3	-501	-26	925	Statistics	-0.1079	-1201	1.1139	-1.1707
5	600 m^2	-0.7549	golf	Computer Game Design, Statistics	1.4942	0.6478 m^3	-275	-692	898	Computer Engineering	-0.9587	-1250	0.9399	-0.5062
0	-787 m^2	1.3594	running	Robotics Engineering	0.9977	0.4586 m^3	247	-1503	358	Games and Playable Media	-0.3377	-678	1.2473	1.5102
4	257 m^2	-0.5791	motor sports	Data Science	-0.5939	0.2587 m^3	-987	91	140	Bioinformatics	0.6589	629	-0.2079	1.0897
3	1562 m^2	-0.5964	tennis	Bioengineering	0.7128	-0.5897 m^3	1021	-58	677	Statistics	0.0043	-309	0.3915	0.5369
3	375 m^2	-1.1726	soccer	Bioengineering	-1.2029	0.1216 m^3	-495	1312	528	Statistics	-0.57	20	-0.3814	-0.4416
3	1550 m^2	0.6617	tennis	Games and Playable Media	-0.7273	1.1516 m^3	-1060	1263	1222	Bioengineering	0.5198	876	0.5666	0.3806
2		0.4582	volleyball	Technology and Information Management	1.0639	-1.4065 m^3	-212	1089	664	Natural Language Processing	0.4318	-675	0.5651	-0.732
1	-107 m^2	-1.063	badminton	Applied Mathematics	-1.4895	-1.7678 m^3	-741	653	1048	Biotechnology	-0.0498	450	1.5735	0.4215
1	-1033 m^2	1.5526	boxing	Applied Mathematics	0.7556	-0.1966 m^3	594	1206	817	Human Computer Interaction	0.1046	612	0.7694	-0.7291
3	1771 m^2	-0.7055	tennis	Bioengineering	0.2978	0.4381 m^3	-1053	-387	1270	Bioengineering	0.7024	-864	1.4646	-0.503
5	-345 m^2	0.7424	golf	Computer Game Design, Statistics	0.4452	0.4352 m^3	434	1560	332	Computer Engineering	-0.4027	718	-0.4305	1.5034
0	345 m^2	0.2017	basketball	Robotics Engineering	1.091	0.9753 m^3	-821	-88	687	Games and Playable Media	-0.0754	120	1.2878	-1.2228
4	1902 m^2	0.9361	motor sports	dATA sCIENCE	-0.8447	0.6079 m^3	-216	-1260	724	Electrical Engineering	-0.7475	1392	0.7391	2.4066
1	-13 m^2	1.0298	badminton	Applied Mathematics	0.8936	-0.1562 m^3	225	910	885	Technology and Information Management	0.4918	-512	2.5393	0.4797
0	-1223 m^2	1.153	basketball	Bioinformatics	-0.0916	-0.6205 m^3	-769	-535	94	Games and Playable Media	0.444	-162	2.3545	1.1642
3	392 m^2	1.098	track & field	Games and Playable Media	2.4751	1.1691 m^3	157	217	508	bIOENGINEERING	1.3369	-74	1.0115	-0.2456
1	-249 m^2	0.1101	badminton	Applied Mathematics	-0.0017	1.2139 m^3	-793	2522	167	Human Computer Interaction	-0.1985	1267	-0.276	-0.3067
1	1029 m^2	1.1825	badminton	Applied Mathematics	0.6152	0.2911 m^3	125	519	1324	Biotechnology	-0.9414	1879	-0.7154	-0.1839
0	-6 m^2	1.7568	running	Bioinformatics	-1.5417	0.5461 m^3	732	984	1471	Games and Playable Media	1.209	808	1.0023	0.3216
2	926 m^2	-1.0524	baseball	Technology and Information Management	0.2817	2.0568 m^3	1337	572	-474	Natural Language Processing	-0.5919	-587	0.9989	0.6978
2	1386 m^2	0.4322	volleyball	Technology and Information Management	1.1066	0.6394 m^3	1228	259	-1058	Natural Language Processing	0.4956	818	0.7741	1.1766
3	None	0.4601	track & field	Bioengineering	0.5149	-0.5493 m^3	1780	-946	1119	Statistics	-0.9119	-430	0.4111	-1.3754
2	176 m^2	0.4855	baseball	Computational Media	-0.1543	0.6019 m^3	959	241	1610	Natural Language Processing	1.3826	561	-0.279	2.1529
4	-239 m^2	-0.6913	motor sports	Data Science	0.7149	0.3378 m^3	823	1467	950	Applied Mathematics	-0.5304	1630	1.4596	1.2245
1	-48 m^2	1.5518	badminton	Applied Mathematics	-0.0878	-0.4067 m^3	1746	1024	1572	Technology and Information Management	-0.2823	1189	0.5642	-1.2713
1	739 m^2	-0.2052	badminton	Applied Mathematics	0.4803	1.9124 m^3	1313	773	1402	Human Computer Interaction	-0.145	325	1.0439	0.841
6	1313 m^2	0.1878	soccer	Biotechnology	0.8256	0.6622 m^3	-713	1684	950	Computer Science	1.3264	-638	1.0121	-0.1126
